name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Garrett Chisolm,South Carolina,77,312,,,,,,,,,2011,OG
Ray Dominguez,Arkansas,76,334,27.5,90,21,4.9,7.74,1.88,3.13,5.48,2011,OG
Ricky Henry,Nebraska,74.75,308,24,90,20,4.68,7.98,1.98,3.31,5.75,2011,OG
Zach Hurd,Connecticut,78.75,316,28,101,,4.77,7.73,1.81,3.03,5.34,2011,OG
Maurice Hurt,Florida,74.625,318,,,18,,,,,,2011,OG
Ben Ijalana,Villanova,75.625,317,,,,,,,,,2011,OG
Andrew Jackson,Fresno State,77,299,28,98,25,4.65,7.55,1.85,3.08,5.38,2011,OG
Carl Johnson,Florida,77,361,25.5,96,25,5.03,,1.95,3.2,5.43,2011,OG
Daniel Kilgore,Appalachian State,75.25,308,32.5,105,23,4.68,7.59,1.85,3.1,5.33,2011,OG
John Moffitt,Wisconsin,76.25,319,30.5,102,23,4.53,7.79,1.96,3.22,5.55,2011,OG
Mike Person,Montana State,76.5,299,28,108,21,4.5,7.44,1.8,3.03,5.19,2011,OG
Mike Pouncey,Florida,77,303,25,96,,4.64,7.66,1.85,3.07,5.28,2011,OG
Will Rackley,Lehigh,75.25,309,23.5,99,29,4.94,7.91,,,,2011,OG
Steve Schilling,Michigan,76.25,308,25.5,98,30,4.62,7.73,1.83,3.03,5.29,2011,OG
Caleb Schlauderaff,Utah,76.25,305,,,,,,,,,2011,OG
Isaiah Thompson,Houston,75.375,300,25,82,23,5.56,9.04,2.12,3.47,6.06,2011,OG
Julian Vandervelde,Iowa,73.875,301,31,104,23,4.59,7.46,1.79,3,5.21,2011,OG
Danny Watkins,Baylor,75.375,310,26,92,29,4.62,7.61,1.89,3.11,5.4,2011,OG
Keith Williams,Nebraska,76.25,318,24.5,93,23,5.03,8.42,1.89,3.11,5.36,2011,OG
Mark Asper,Oregon,78.375,319,,,23,,,,,,2012,OG
Kelvin Beachum,Southern Methodist,74.875,303,28.5,101,19,4.8,7.79,1.85,3.11,5.44,2012,OG
James Brown,Troy,75.5,306,25.5,102,24,4.78,7.7,1.89,3.07,5.3,2012,OG
David DeCastro,Stanford,76.875,316,29.5,98,34,4.56,7.3,1.84,3.09,5.43,2012,OG
Adam Gettis,Iowa,74.375,293,31.5,112,,4.65,7.99,1.75,2.9,5,2012,OG
Rishaw Johnson,California (PA),75.375,313,31.5,108,22,4.53,7.87,1.77,2.99,5.24,2012,OG
Senio Kelemete,Washington,75.625,307,25,101,21,4.58,7.77,1.92,3.17,5.52,2012,OG
Ronald Leary,Memphis,74.875,315,29,104,30,4.91,7.87,1.89,3.1,5.36,2012,OG
Josh LeRibeus,Southern Methodist,75.25,312,26,96,29,4.65,7.64,1.83,3.08,5.37,2012,OG
Joe Looney,Wake Forest,75.25,309,,,26,,,,,,2012,OG
Antoine McClain,Clemson,77.5,329,27,91,19,4.82,8.13,2.01,3.25,5.57,2012,OG
Ryan Miller,Colorado,79.25,321,28,100,32,4.78,7.72,1.86,3.06,5.27,2012,OG
Lucas Nix,Pittsburgh,77.25,317,29.5,102,,4.9,7.81,1.82,3.08,5.43,2012,OG
Amini Silatolu,Midwestern State,75.625,311,31.5,107,28,4.87,7.95,1.86,3.08,5.43,2012,OG
Andrew Tiller,Syracuse,76.375,324,23,85,16,4.8,7.92,1.88,3.14,5.5,2012,OG
Johnnie Troutman,Penn State,75.875,325,27.5,,31,5,7.96,2.03,3.3,5.67,2012,OG
Brandon Washington,Miami (FL),74.875,320,25,101,28,4.87,8.22,1.86,3.05,5.25,2012,OG
Rokevious Watkins,South Carolina,75.75,338,27,102,,4.9,7.87,1.94,3.16,5.39,2012,OG
Desmond Wynn,Rutgers,77.5,303,32.5,,28,,,1.79,2.93,5.05,2012,OG
Kevin Zeitler,Wisconsin,75.875,314,29,101,32,4.61,7.77,1.81,3.09,5.39,2012,OG
Zach Allen,North Carolina State,73.75,332,,,32,,,,,,2013,OG
Jeff Baca,UCLA,75.375,302,26.5,100,,4.44,7.26,1.7,2.86,5.03,2013,OG
Alvin Bailey,Arkansas,75.125,312,,,27,,,1.72,2.86,4.95,2013,OG
Chris Barker,Nevada,74.625,305,27.5,99,29,4.77,8.09,1.79,3.01,5.25,2013,OG
Travis Bond,North Carolina,77.875,329,22.5,98,22,4.96,7.85,1.87,3.08,5.27,2013,OG
Jonathan Cooper,North Carolina,74.125,311,27,108,35,4.84,7.78,1.83,2.91,5.07,2013,OG
Manese Foketi,Texas AM,76.75,318,23.5,102,25,5.06,8.11,,,,2013,OG
Eric Herman,Ohio,76.125,320,28,95,36,5.09,7.99,1.8,3.08,5.25,2013,OG
Mark Jackson,Glenville State,77.375,328,20.5,91,20,5.03,8.07,1.9,3.23,5.65,2013,OG
Jamaal Johnson-Webb,Alabama AM,77,313,23,92,17,4.74,8.12,1.82,3.07,5.37,2013,OG
Edmund Kugbila,Valdosta State,76.125,317,22.5,105,23,4.65,7.72,1.83,3.07,5.31,2013,OG
Kyle Long,Oregon,78.125,313,28,107,,4.63,7.83,1.74,2.87,4.94,2013,OG
Lamar Mady,Youngstown State,74,317,23,95,35,4.82,8.07,1.85,3.16,5.48,2013,OG
Stephane Milhim,Massachusetts,75.75,314,28.5,104,,4.87,,1.79,2.98,5.23,2013,OG
Hugh Thornton,Illinois,75.25,320,,,27,4.63,7.45,1.74,2.94,5.11,2013,OG
J.C. Tretter,Cornell,75.625,307,29.5,109,29,4.69,7.48,1.75,2.94,5.09,2013,OG
Larry Warford,Kentucky,75,332,22.5,96,28,5.1,7.78,1.85,3.2,5.58,2013,OG
Chance Warmack,Alabama,74,317,,110,,,,1.9,3.17,5.49,2013,OG
Earl Watford,James Madison,75.375,300,30,107,24,5,7.77,1.8,2.95,5.06,2013,OG
Brian Winters,Kent State,75.625,320,,,9,,,,,,2013,OG
Joel Bitonio,Nevada,76.25,302,32,114,22,4.44,7.37,1.78,2.9,4.97,2014,OG
Russell Bodine,North Carolina,75.125,310,29,109,42,4.66,8.26,1.85,3.03,5.18,2014,OG
Conor Boffeli,Iowa,76.125,298,25,101,21,4.61,7.44,1.82,3.06,5.3,2014,OG
Dakota Dozier,Furman,75.625,313,24,101,23,4.89,8.14,1.95,3.17,5.42,2014,OG
Kadeem Edwards,Tennessee State,76.25,313,27,99,26,4.82,7.95,1.87,3.06,5.25,2014,OG
Zach Fulton,Tennessee,76.625,316,24.5,98,25,5.16,7.87,1.81,3,5.16,2014,OG
Ryan Groy,Wisconsin,76.625,316,26.5,108,26,4.47,7.49,1.83,3.04,5.19,2014,OG
Jon Halapio,Florida,75.5,323,21.5,100,,4.83,8.26,1.83,3.06,5.34,2014,OG
Gabe Jackson,Mississippi State,75.25,336,29,108,30,4.78,8.25,1.86,3.18,5.51,2014,OG
Charles Leno,North Carolina State,75.875,303,29,108,21,4.4,7.57,,,,2014,OG
Brandon Linder,Miami (FL),77.625,311,26.5,100,30,,,1.88,3.11,5.35,2014,OG
Spencer Long,Nebraska,76.625,320,,,,,,,,,2014,OG
Zack Martin,Notre Dame,76.25,308,28,106,29,4.59,7.65,,,,2014,OG
Cyril Richardson,Baylor,76.75,329,25.5,91,25,4.83,7.7,1.82,3.1,5.36,2014,OG
Anthony Steen,Alabama,75.375,314,,,,,,,,,2014,OG
Xavier Sua-Filo,UCLA,76.125,307,25,102,25,4.44,7.6,1.8,2.95,5.04,2014,OG
Brandon Thomas,Clemson,75.25,317,29,98,35,4.83,8.13,1.88,3.03,5.09,2014,OG
Trai Turner,LSU,74.625,310,27.5,,25,,,1.8,2.89,4.93,2014,OG
John Urschel,Penn State,75,313,29,102,30,4.47,7.55,1.84,3.08,5.31,2014,OG
Chris Watt,Notre Dame,74.625,310,,,29,,,,,,2014,OG
David Yankey,Stanford,77.625,315,28.5,103,22,4.86,7.81,1.86,3.13,5.48,2014,OG
Al Bond,Memphis,75.75,303,23.5,90,22,4.65,7.9,1.97,3.24,5.57,2015,OG
Brett Boyko,UNLV,78.625,301,25,103,,4.75,7.91,1.97,3.24,5.6,2015,OG
Trenton Brown,Florida,80.5,355,23.5,97,20,4.78,8.23,1.89,3.08,5.29,2015,OG
A.J. Cann,South Carolina,74.75,313,,,26,,,,,,2015,OG
Jamil Douglas,Arizona State,76,304,29,99,28,4.75,7.99,1.83,3.04,5.25,2015,OG
Tayo Fabuluje,Texas Christian,78.375,353,29.5,,,4.77,,1.93,3.19,5.55,2015,OG
Jon Feliciano,Miami (FL),75.875,323,26.5,97,,4.74,,1.93,3.16,5.33,2015,OG
Mark Glowinski,West Virginia,76.375,307,29.5,113,31,4.58,7.56,1.83,3.03,5.2,2015,OG
Jarvis Harrison,Texas AM,76.125,330,29.5,102,26,4.62,7.51,1.77,2.99,5.19,2015,OG
Bobby Hart,Florida State,76.75,329,,,,,,,,,2015,OG
Tre Jackson,Florida State,75.75,330,25,96,,,,1.88,3.16,5.52,2015,OG
Arie Kouandjio,Alabama,76.75,310,,,,,,,,,2015,OG
Ali Marpet,Hobart,75.875,307,30.5,108,30,4.47,7.33,1.71,2.87,4.98,2015,OG
Josue Matias,Florida State,77.5,309,17.5,84,,5.12,8.19,1.96,3.23,5.52,2015,OG
John Miller,Louisville,74.5,303,27,104,29,4.75,8.2,1.84,3.08,5.33,2015,OG
Mitch Morse,Missouri,77.375,305,31,112,36,4.5,7.6,1.86,3.04,5.14,2015,OG
Robert Myers,Tennessee State,76.75,326,27.5,94,,4.91,8.1,1.82,3.1,5.44,2015,OG
Jeremiah Poutasi,Utah,77.125,335,26.5,95,26,4.89,8.09,1.9,3.12,5.32,2015,OG
Adam Shead,Oklahoma,75.625,338,,,26,,,1.91,3.24,5.74,2015,OG
Laken Tomlinson,Duke,75.375,323,31.5,103,25,4.87,8.17,1.89,3.11,5.33,2015,OG
Vadal Alexander,LSU,77.25,326,24,95,25,4.9,8.04,1.93,3.21,5.57,2016,OG
Joseph Cheek,Texas AM,78,295,,,20,,,,,,2016,OG
Joe Dahl,Washington State,76.125,304,31,109,28,4.77,7.64,1.81,3,5.18,2016,OG
Spencer Drango,Baylor,77.625,315,27,100,30,4.66,7.88,1.85,3.06,5.27,2016,OG
Parker Ehinger,Cincinnati,78.25,310,27.5,97,,,,1.79,3.01,5.26,2016,OG
Joshua Garnett,Stanford,76.375,312,29,99,30,4.64,7.62,1.84,3.05,5.32,2016,OG
Graham Glasgow,Michigan,77.875,307,25,106,23,4.63,7.63,1.77,2.98,5.13,2016,OG
Darrell Greene,San Diego State,74.75,321,21.5,98,28,4.98,8.07,1.83,3.02,5.2,2016,OG
Nila Kasitati,Oklahoma,75.25,317,27.5,107,12,4.83,8.3,1.81,3.03,5.32,2016,OG
Denver Kirkland,Arkansas,76.5,335,22.5,94,19,5.06,8.72,1.97,3.21,5.55,2016,OG
Connor McGovern,Missouri,76.25,306,33,109,33,4.65,7.5,1.73,2.93,5.11,2016,OG
Rees Odhiambo,Boise State,75.875,314,,,23,,,,,,2016,OG
Alex Redmond,UCLA,76.75,294,28,111,30,4.9,7.75,1.85,3.07,5.3,2016,OG
Isaac Seumalo,Oregon State,75.875,303,26,105,,4.52,7.4,1.72,2.99,5.19,2016,OG
Joe Thuney,North Carolina State,76.625,304,28.5,110,28,4.54,7.47,1.71,2.84,4.95,2016,OG
Sebastian Tretola,Arkansas,76.125,314,23.5,90,22,5.02,7.94,1.87,3.12,5.45,2016,OG
Landon Turner,North Carolina,75.875,330,19,88,30,,,1.93,3.19,5.58,2016,OG
Christian Westerman,Arizona State,75.125,298,25,98,34,4.71,7.69,1.79,2.98,5.12,2016,OG
Cody Whitehair,Kansas State,75.75,301,25.5,110,16,4.58,7.32,1.73,2.95,5.02,2016,OG
Isaac Asiata,Utah,75.125,323,25.5,102,35,4.93,7.83,1.84,3.09,5.34,2017,OG
Erik Austell,Charleston Southern,75.125,301,27.5,107,24,4.9,8.13,1.79,3.01,5.21,2017,OG
Zach Banner,Southern California,80.375,353,23.5,92,22,5.21,8.31,1.91,3.19,5.58,2017,OG
Ben Braden,Michigan,78.25,329,28,102,25,4.9,7.85,1.78,2.92,5.03,2017,OG
Collin Buchanan,Miami (OH),76.625,316,25,97,23,,,,,,2017,OG
Aviante Collins,Texas Christian,76.25,295,,,34,,,1.69,2.81,4.77,2017,OG
Ethan Cooper,Indiana (PA),74,322,24.5,99,26,4.88,8.02,1.86,3.07,5.36,2017,OG
Jessamen Dunker,Tennessee State,76.125,318,28.5,108,23,,,1.79,2.93,4.98,2017,OG
Jermaine Eluemunor,Texas AM,75.625,332,,,34,,,1.84,3.02,5.17,2017,OG
Dan Feeney,Indiana,76,305,28,101,26,4.68,7.52,1.81,3,5.24,2017,OG
Avery Gennesy,Texas AM,75,318,20,91,24,5,8.08,1.86,3.08,5.35,2017,OG
Sean Harlow,Oregon State,76.125,303,30.5,105,26,4.81,8.16,1.79,3,5.15,2017,OG
Danny Isidora,Miami (FL),75.25,306,29,94,26,4.9,8.13,1.73,2.91,5,2017,OG
Dorian Johnson,Pittsburgh,76.625,300,30,114,21,5.09,8.39,1.79,3.01,5.27,2017,OG
Forrest Lamp,Western Kentucky,75.75,309,27.5,111,34,4.62,7.55,1.75,2.91,4.98,2017,OG
Cameron Lee,Illinois State,76.625,312,25.5,100,18,4.75,8.02,1.88,3.12,5.39,2017,OG
Corey Levin,Chattanooga,75.75,307,26.5,106,26,4.73,7.55,1.79,2.98,5.16,2017,OG
Damien Mama,Southern California,75.25,334,24.5,96,,5.38,8.51,1.95,3.33,5.84,2017,OG
Jordan Morgan,Kutztown,74.75,309,27,102,21,4.73,8.13,1.86,3.11,5.36,2017,OG
Nico Siragusa,San Diego State,76.375,319,32,110,28,4.56,7.71,1.83,3.04,5.35,2017,OG
Nate Theaker,Wayne State (MI),76.625,315,27,105,23,4.89,7.97,1.86,3.11,5.41,2017,OG
Austin Corbett,Nevada,76.375,306,28,106,19,4.5,7.87,1.76,2.96,5.15,2018,OG
Jamil Demby,Maine,76.5,319,23.5,98,17,4.95,7.86,1.87,3.17,5.58,2018,OG
Nick Gates,Nebraska,77.375,307,24,94,20,4.68,7.61,1.87,3.11,5.46,2018,OG
Colby Gossett,Appalachian State,76.875,311,25,103,32,4.83,7.6,1.85,3.07,5.2,2018,OG
Taylor Hearn,Clemson,76.5,320,24,96,18,4.8,7.84,1.89,3.16,5.45,2018,OG
Will Hernandez,Texas-El Paso,74.375,327,24,104,37,4.7,7.59,1.75,2.96,5.15,2018,OG
Sam Jones,Arizona State,76.625,305,27,101,28,4.86,7.92,1.9,3.1,,2018,OG
Cole Madison,Washington State,77.25,308,28.5,97,26,4.88,7.86,1.84,3.06,5.33,2018,OG
K.J. Malone,LSU,75.625,303,29.5,103,15,,,1.81,3.06,5.29,2018,OG
Quenton Nelson,Notre Dame,77,325,26.5,105,35,4.62,7.65,,,,2018,OG
Skyler Phillips,Idaho State,74.75,318,29,104,,4.69,7.95,1.76,2.97,5.09,2018,OG
Braden Smith,Auburn,78.25,315,33.5,113,35,4.77,,1.79,3.01,5.2,2018,OG
Rod Taylor,Mississippi,74.875,320,30.5,99,,,,1.78,3.03,5.24,2018,OG
Wyatt Teller,Virginia Tech,76.5,314,29,114,30,4.84,7.45,1.85,3.06,5.24,2018,OG
Salesi Uhatafe,Utah,77,310,28,109,,4.9,7.7,1.83,3.09,5.39,2018,OG
Sean Welsh,Iowa,74.75,306,25,103,20,4.81,7.9,1.82,3.08,5.39,2018,OG
Isaiah Wynn,Georgia,74.75,313,,,,,,,,,2018,OG
Zack Bailey,South Carolina,77.125,299,28,103,24,,,,,,2019,OG
Alex Bars,Notre Dame,77.875,312,,,,,,,,,2019,OG
Ryan Bates,Penn State,76.5,306,27,102,28,4.53,7.45,1.69,2.88,5.09,2019,OG
Beau Benzschawel,Wisconsin,78.25,309,,,20,,,1.85,3.05,5.24,2019,OG
Deion Calhoun,Mississippi State,74.5,310,28.5,105,26,4.62,7.46,1.72,2.89,5.07,2019,OG
Nate Davis,Charlotte,75.25,316,26,107,23,4.83,7.94,1.84,3.04,5.23,2019,OG
Michael Deiter,Wisconsin,77.125,309,28,105,21,4.81,7.88,1.81,3.04,5.23,2019,OG
Chuma Edoga,Southern California,75.5,308,,,21,,,,,,2019,OG
Bobby Evans,Oklahoma,76.375,312,,,22,,,1.85,3.05,5.2,2019,OG
Cody Ford,Oklahoma,75.75,329,28.5,104,19,4.87,8.27,1.81,3.02,5.21,2019,OG
Hjalte Froholdt,Arkansas,76.625,306,27.5,105,31,4.54,7.51,1.83,3.04,5.2,2019,OG
Ethan Greenidge,Villanova,76.375,327,,,,,,,,,2019,OG
Phil Haynes,Wake Forest,75.625,322,31,108,33,4.95,7.76,1.78,2.97,5.2,2019,OG
Nate Herbig,Stanford,75.5,335,24,90,29,5.04,8.15,1.85,3.14,5.41,2019,OG
Andre James,UCLA,76.125,299,29,105,21,4.84,8,1.8,3.05,5.32,2019,OG
Fred Johnson,Florida,79,322,,,,,,,,,2019,OG
Tyler Jones,North Carolina State,75,306,31.5,111,23,4.82,7.75,,,,2019,OG
Chris Lindstrom,Boston College,75.75,308,30.5,117,25,4.54,7.61,1.68,2.85,4.91,2019,OG
Connor McGovern,Penn State,77.375,308,,112,28,4.57,7.66,,,,2019,OG
Joshua Miles,Morgan State,77,314,36,109,,4.75,8.07,1.84,3.08,5.32,2019,OG
Iosua Opeta,Weber State,76.25,301,33,112,39,4.94,8.06,1.65,2.85,5.02,2019,OG
Javon Patterson,Mississippi,74.875,307,27.5,98,27,4.78,7.72,1.78,2.99,5.13,2019,OG
Ben Powers,Oklahoma,76,307,,,21,,,,,,2019,OG
Dru Samia,Oklahoma,76.75,305,27.5,101,28,4.7,7.89,1.83,3.08,5.29,2019,OG
Trevon Tate,Memphis,74.5,293,,,22,,,,,,2019,OG
Hakeem Adeniji,Kansas,76.375,300,34,115,26,,,1.78,2.98,5.17,2020,OG
Tremayne Anchrum,Clemson,73.875,314,24.5,104,26,,,1.84,3.05,5.21,2020,OG
Ben Bredeson,Michigan,76.625,315,,,,,,,,,2020,OG
Jack Driscoll,Auburn,76.625,306,29.5,114,23,,,1.74,2.87,5.02,2020,OG
Justin Herron,Wake Forest,75.625,308,33,105,27,4.88,8.41,1.88,3.09,5.26,2020,OG
Robert Hunt,Louisiana,77.125,323,,,,,,,,,2020,OG
Cordel Iwuagwu,Texas Christian,74.875,309,27,94,25,4.87,8.03,1.8,3.01,5.22,2020,OG
Jonah Jackson,Ohio State,75.5,306,26,98,28,5.02,7.83,1.84,3.01,5.23,2020,OG
Josh Jones,Houston,77,319,28.5,109,24,,,1.81,3.03,5.27,2020,OG
Solomon Kindley,Georgia,75.25,337,,,,,,,,,2020,OG
Shane Lemieux,Oregon,75.875,310,25.5,107,,4.9,8.13,1.83,2.99,5.11,2020,OG
Damien Lewis,LSU,74,327,30,108,27,,,1.83,3.03,5.24,2020,OG
John Molchon,Boise State,77.25,309,34,109,26,4.73,7.85,1.79,3.01,5.13,2020,OG
Kyle Murphy,Rhode Island,75.25,316,28,104,19,4.68,7.81,1.86,3.07,5.3,2020,OG
Netane Muti,Fresno State,74.875,315,,,44,,,,,,2020,OG
Michael Onwenu,Michigan,74.625,344,,,26,,,,,,2020,OG
Danny Pinter,Ball State,76.25,306,29.5,110,24,4.62,7.76,1.73,2.87,4.91,2020,OG
Cesar Ruiz,Michigan,74.75,307,33,113,28,4.64,7.91,1.77,2.94,5.08,2020,OG
Jon Runyan,Michigan,76.25,306,30.5,107,24,4.69,7.57,1.79,2.97,5.08,2020,OG
John Simpson,Clemson,76.125,321,30,107,34,4.87,8.03,1.81,3.02,5.24,2020,OG
Logan Stenberg,Kentucky,78,317,26,104,,4.83,8,1.86,3.11,5.3,2020,OG
Simon Stepaniak,Indiana,76.125,313,,,37,,,,,,2020,OG
Tully Banta-Cain,California,74.125,264,,,25,,,,,,2003,DE
Tyler Brayton,Colorado,78.125,277,34,116,25,4.31,7.14,1.66,2.8,4.75,2003,DE
Nick Burley,Fresno State,75.625,243,32,108,26,4.57,7.73,1.66,2.79,4.83,2003,DE
Antonio Garay,Boston College,74.875,295,,,,,,,,,2003,DE
Jamaal Green,Miami (FL),73.75,272,35.5,119,27,,,1.58,2.74,4.78,2003,DE
Cornelius Green,Miami (FL),74.875,243,,,,,,,,,2003,DE
Brandon Green,Rice,74.375,267,32,105,19,4.32,7.23,1.61,2.73,4.82,2003,DE
Omari Hand,Tennessee,75.75,267,,,34,,,,,,2003,DE
Michael Haynes,Penn State,75.625,281,30.5,109,23,,,1.61,2.82,4.86,2003,DE
Raymond House,Arkansas,74.375,277,32,120,20,4.36,7.55,1.73,2.95,5.13,2003,DE
Aaron Hunt,Texas Tech,74.5,267,30,106,24,4.52,7.68,1.69,2.86,4.87,2003,DE
Alonzo Jackson,Florida State,76,266,37,114,14,4.5,7.69,1.69,2.82,4.86,2003,DE
Chris Kelsay,Nebraska,76.375,273,36.5,121,23,,,1.63,2.76,4.78,2003,DE
Kenny King,Alabama,74.75,281,35,114,25,4.37,7.5,,,,2003,DE
Jerome McDougle,Miami (FL),74,264,34,117,,4.58,7.28,1.61,2.76,4.7,2003,DE
Bryant McNeal,Clemson,76.375,248,34.5,117,22,,,1.69,2.87,4.88,2003,DE
Clint Mitchell,Florida,78.875,257,34.5,115,16,4.39,7.36,1.69,2.82,4.97,2003,DE
Kindal Moorehead,Alabama,74.5,285,32,104,22,4.57,7.71,,,,2003,DE
Calvin Pace,Wake Forest,76,269,33,115,,,,1.74,2.86,4.8,2003,DE
Kenny Peterson,Ohio State,75.125,298,,,,,,,,,2003,DE
Shurron Pierson,South Florida,73.875,243,39,128,,,,1.6,2.72,4.66,2003,DE
Cory Redding,Texas,76,279,,,24,,,,,,2003,DE
Terrell Suggs,Arizona State,75.375,262,,,,,,,,,2003,DE
Demetrin Veal,Tennessee,74.125,288,,111,26,,,1.78,3.04,5.24,2003,DE
Matt Walters,Miami (FL),76.5,272,,,30,,,,,,2003,DE
Cliff Washburn,Citadel,77.125,275,27,109,22,4.82,8.59,1.76,2.92,5.03,2003,DE
DeWayne White,Louisville,74.125,273,33,112,22,4.32,7.22,1.65,2.76,4.77,2003,DE
Jimmy Wilkerson,Oklahoma,74.875,271,34.5,114,29,4.4,7.45,1.69,2.85,4.92,2003,DE
Andrew Williams,Miami (FL),74.25,263,32,113,29,4.47,7.53,1.64,2.77,4.7,2003,DE
Kevin Williams,Oklahoma State,76.875,304,30,112,23,5.04,7.66,1.68,2.79,4.81,2003,DE
Nathaniel Adibi,Virginia Tech,75.25,254,33,118,,4.36,,1.64,2.72,4.61,2004,DE
Jared Allen,Idaho State,78,265,33,120,13,4.34,7.11,1.64,2.75,4.7,2004,DE
Jason Babin,Western Michigan,74.625,260,34,121,28,4.14,7.03,1.64,2.73,4.64,2004,DE
Dave Ball,UCLA,77.375,277,,,24,,,,,,2004,DE
Kevin Emanuel,Florida State,75.625,251,31,108,21,4.49,7.86,1.68,2.81,4.86,2004,DE
Robert Geathers,Georgia,74.875,271,33.5,112,24,,,1.75,2.89,4.93,2004,DE
Roderick Green,Central Missouri,74.25,245,34.5,129,21,4.04,7.26,1.7,2.77,4.75,2004,DE
Claude Harriott,Pittsburgh,75.625,252,30.5,118,25,4.25,7.44,1.65,2.74,4.71,2004,DE
Marquise Hill,LSU,78.625,305,29,106,23,,,,,,2004,DE
Isaac Hilton,Hampton,75.375,267,36.5,123,31,4.48,7.99,1.6,2.55,4.44,2004,DE
Trevor Johnson,Nebraska,76.625,260,35.5,110,23,4.08,7.06,1.69,2.76,4.8,2004,DE
Shawn Johnson,Delaware,76.5,269,,,,,,,,,2004,DE
Tommy Kelly,Mississippi State,77.875,294,25,105,24,4.45,7.79,1.76,2.87,4.91,2004,DE
Travis Laboy,Hawaii,75.25,263,35.5,126,35,4.07,7.01,1.65,2.72,4.68,2004,DE
Bobby McCray,Florida,77.75,255,33.5,,27,,,1.74,2.78,4.68,2004,DE
Gabe Nyenhuis,Colorado,75.25,269,39,124,25,4.03,6.92,1.64,2.75,4.77,2004,DE
Antwan Odom,Alabama,77.75,274,37,114,21,4.44,7.3,1.66,2.76,4.72,2004,DE
Uyi Osunde,Connecticut,75.125,252,,,33,,,,,,2004,DE
Shaun Phillips,Purdue,75.125,255,33,114,,4.23,6.95,1.68,2.77,4.8,2004,DE
Constantin Ritzmann,Tennessee,75.125,259,29,108,24,4.48,7.39,1.7,2.96,4.97,2004,DE
Bo Schobel,Texas Christian,77,271,32.5,109,25,4.38,6.94,1.68,2.79,4.83,2004,DE
Darrion Scott,Ohio State,75.125,289,36.5,118,,4.32,,1.71,2.81,4.86,2004,DE
Andrew Shull,Kansas State,76.625,265,30.5,107,16,4.28,7.46,1.76,2.91,4.95,2004,DE
Will Smith,Ohio State,74.75,275,,,,,,,,,2004,DE
Antonio Smith,Oklahoma State,75.375,274,33,108,24,4.75,,1.72,2.85,4.99,2004,DE
Larry Stevens,Michigan,74.125,241,,,,,,,,,2004,DE
Greg Taplin,Michigan State,76.75,267,33,115,,,,1.75,2.93,5.04,2004,DE
Reggie Torbor,Auburn,74.125,254,34,120,16,4.46,7.48,1.64,2.7,4.66,2004,DE
Kenechi Udeze,Southern California,74.875,281,,,,,,,,,2004,DE
Khaleed Vaughn,Clemson,76.5,281,31.5,113,14,4.35,7.38,1.77,2.91,4.98,2004,DE
Adrian Awasom,North Texas,76.125,279,32.5,107,23,4.4,7.57,1.76,2.91,5.01,2005,DE
Vincent Burns,Kentucky,72.375,267,35,122,25,4.41,7.24,1.73,2.86,4.91,2005,DE
Chris Canty,Virginia,79.25,279,,,,,,,,,2005,DE
Dan Cody,Oklahoma,77.5,254,,,,,,,,,2005,DE
Chauncey Davis,Florida State,73.875,273,37,118,22,4.44,7.66,1.69,2.8,4.85,2005,DE
Jim Davis,Virginia Tech,75.5,277,34,111,,4.23,7.11,,,,2005,DE
Adell Duckett,Texas Tech,75.375,270,34.5,105,14,4.35,7.75,1.74,2.89,5,2005,DE
Clifford Dukes,Michigan State,75.5,268,31.5,,28,,,1.74,2.91,4.97,2005,DE
Simon Fraser,Ohio State,77.625,288,28,106,23,4.43,7.54,1.83,2.99,5.05,2005,DE
Andre Frazier,Cincinnati,76.625,234,38,124,19,4.12,7.09,1.64,2.74,4.73,2005,DE
George Gause,South Carolina,76.875,275,,,,,,,,,2005,DE
Jovan Haye,Vanderbilt,74,284,34,110,33,4.38,7.4,1.69,2.8,4.74,2005,DE
Kevin Huntley,Kansas State,78.75,267,,,,,,,,,2005,DE
Erasmus James,Wisconsin,76.125,266,37.5,122,,4.44,7.56,1.63,2.77,4.81,2005,DE
Tyler King,Connecticut,77.5,271,36,118,20,4.34,7.57,1.75,2.86,4.9,2005,DE
Khari Long,Baylor,75.625,257,38.5,121,27,4.07,7.22,1.64,2.72,4.69,2005,DE
David McMillan,Kansas,75,262,34,120,16,4.07,7.11,1.61,2.69,4.58,2005,DE
Shawne Merriman,Maryland,76.375,272,,,25,,,,,,2005,DE
Mike Montgomery,Texas AM,76.875,276,34.5,115,19,4.32,7.38,1.79,2.97,5.07,2005,DE
Eric Moore,Florida State,76.25,262,29.5,108,22,4.5,7.62,1.66,2.75,4.76,2005,DE
David Pollack,Georgia,74.125,265,37,120,25,3.9,6.86,1.68,2.79,4.81,2005,DE
Brady Poppinga,Brigham Young,75.125,259,35.5,110,26,4.38,7.27,1.65,2.7,4.72,2005,DE
Ryan Riddle,California,73.75,256,,,18,,,,,,2005,DE
Matt Roth,Iowa,75.75,278,32,112,26,4.36,7.65,1.68,2.79,4.81,2005,DE
Marcus Spears,LSU,76,307,,,15,,,,,,2005,DE
Bill Swancutt,Oregon State,76,270,34,113,23,4.24,7.35,1.73,2.91,5.04,2005,DE
